image_id,pseudo_report,verdict,raw_response
103_IM-0023-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: attachment to vessel, heel pad sign (EN), bare orbit sign, navicular fat stripe sign, leafless tree sign (EN). The dominant concept is 'attachment to vessel' (activation=0.141).",Uncertain,ERROR: No module named 'openai'
1040_IM-0032-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: navicular fat stripe sign, attachment to vessel, bare orbit sign, leafless tree sign (EN), heel pad sign (EN). The dominant concept is 'navicular fat stripe sign' (activation=0.150).",Uncertain,ERROR: No module named 'openai'
1040_IM-0032-4004.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, applesauce sign(EN), endostale VerdÃ¼nnung der Kortikalis. The dominant concept is 'pipestem ureter' (activation=0.162).",Uncertain,ERROR: No module named 'openai'
1046_IM-0036-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, padlock sign (EN), tram track sign of optic nerve, applesauce sign(EN). The dominant concept is 'pipestem ureter' (activation=0.156).",Uncertain,ERROR: No module named 'openai'
1046_IM-0036-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: attachment to vessel, bare orbit sign, navicular fat stripe sign, heel pad sign (EN), leafless tree sign (EN). The dominant concept is 'attachment to vessel' (activation=0.143).",Uncertain,ERROR: No module named 'openai'
1047_IM-0036-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: attachment to vessel, navicular fat stripe sign, heel pad sign (EN), bare orbit sign, leafless tree sign (EN). The dominant concept is 'attachment to vessel' (activation=0.164).",Uncertain,ERROR: No module named 'openai'
1047_IM-0036-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: blister-of-the-cervix sign, pipestem ureter, endostale VerdÃ¼nnung der Kortikalis, applesauce sign(EN), Elfenbeinwirbel. The dominant concept is 'blister-of-the-cervix sign' (activation=0.127).",Uncertain,ERROR: No module named 'openai'
1052_IM-0040-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: Elfenbeinwirbel, pipestem ureter, tram track sign of optic nerve, blister-of-the-cervix sign, blister-of-the-cervix sign. The dominant concept is 'Elfenbeinwirbel' (activation=0.214).",Uncertain,ERROR: No module named 'openai'
1052_IM-0040-1002.dcm.png,"The model identifies the following visual concepts in this radiograph: attachment to vessel, navicular fat stripe sign, bare orbit sign, heel pad sign (EN), melting sign (EN). The dominant concept is 'attachment to vessel' (activation=0.164).",Uncertain,ERROR: No module named 'openai'
1055_IM-0040-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: tram track sign of optic nerve, pipestem ureter, blister-of-the-cervix sign, tram track sign of optic nerve, bear paw sign. The dominant concept is 'tram track sign of optic nerve' (activation=0.170).",Uncertain,ERROR: No module named 'openai'
1055_IM-0040-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: Verlagerung beider Ureter nach medial als Zeichen einer Retroperitonealfibrose, attachment to vessel, bare orbit sign, navicular fat stripe sign, double posterior cruciate ligament sign. The dominant concept is 'Verlagerung beider Ureter nach medial als Zeichen einer Retroperitonealfibrose' (activation=0.138).",Uncertain,ERROR: No module named 'openai'
1057_IM-0041-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, twin peak sign, cancellous ulcer osteoma. The dominant concept is 'pipestem ureter' (activation=0.148).",Uncertain,ERROR: No module named 'openai'
1057_IM-0041-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: applesauce sign(EN), bare orbit sign, navicular fat stripe sign, leafless tree sign (EN), attachment to vessel. The dominant concept is 'applesauce sign(EN)' (activation=0.144).",Uncertain,ERROR: No module named 'openai'
1063_IM-0044-84654001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, holly leaf appearance, onion ring appearance. The dominant concept is 'pipestem ureter' (activation=0.166).",Uncertain,ERROR: No module named 'openai'
1063_IM-0044-84654002.dcm.png,"The model identifies the following visual concepts in this radiograph: attachment to vessel, bare orbit sign, leafless tree sign (EN), applesauce sign(EN), navicular fat stripe sign. The dominant concept is 'attachment to vessel' (activation=0.138).",Uncertain,ERROR: No module named 'openai'
1066_IM-0047-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: tram track sign of optic nerve, pipestem ureter, tram track sign of optic nerve, applesauce sign(EN), Elfenbeinwirbel. The dominant concept is 'tram track sign of optic nerve' (activation=0.190).",Uncertain,ERROR: No module named 'openai'
1066_IM-0047-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: attachment to vessel, bare orbit sign, leafless tree sign (EN), navicular fat stripe sign, applesauce sign(EN). The dominant concept is 'attachment to vessel' (activation=0.149).",Uncertain,ERROR: No module named 'openai'
106_IM-0042-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: Elfenbeinwirbel, pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, Throckmorton sign. The dominant concept is 'Elfenbeinwirbel' (activation=0.173).",Uncertain,ERROR: No module named 'openai'
106_IM-0042-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: attachment to vessel, navicular fat stripe sign, bare orbit sign, applesauce sign(EN), leafless tree sign (EN). The dominant concept is 'attachment to vessel' (activation=0.138).",Uncertain,ERROR: No module named 'openai'
1073_IM-0053-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, onion ring appearance, holly leaf appearance, tram track sign of optic nerve. The dominant concept is 'pipestem ureter' (activation=0.153).",Uncertain,ERROR: No module named 'openai'
1073_IM-0053-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: heel pad sign (EN), attachment to vessel, navicular fat stripe sign, leafless tree sign (EN), late washout (CEUS). The dominant concept is 'heel pad sign (EN)' (activation=0.139).",Uncertain,ERROR: No module named 'openai'
1081_IM-0057-2002.dcm.png,"The model identifies the following visual concepts in this radiograph: Elfenbeinwirbel, pipestem ureter, tram track sign of optic nerve, blister-of-the-cervix sign, tram track sign of optic nerve. The dominant concept is 'Elfenbeinwirbel' (activation=0.135).",Uncertain,ERROR: No module named 'openai'
1086_IM-0059-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: tram track sign of optic nerve, tram track sign of optic nerve, pipestem ureter, bear paw sign, holly leaf appearance. The dominant concept is 'tram track sign of optic nerve' (activation=0.205).",Uncertain,ERROR: No module named 'openai'
1086_IM-0059-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: applesauce sign(EN), bare orbit sign, leafless tree sign (EN), navicular fat stripe sign, retikulÃ¤res Muster. The dominant concept is 'applesauce sign(EN)' (activation=0.157).",Uncertain,ERROR: No module named 'openai'
1094_IM-0065-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: tram track sign of optic nerve, pipestem ureter, tram track sign of optic nerve, applesauce sign(EN), onion ring appearance. The dominant concept is 'tram track sign of optic nerve' (activation=0.163).",Uncertain,ERROR: No module named 'openai'
1094_IM-0065-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: Verlagerung beider Ureter nach medial als Zeichen einer Retroperitonealfibrose, heel pad sign (EN), navicular fat stripe sign, bare orbit sign, attachment to vessel. The dominant concept is 'Verlagerung beider Ureter nach medial als Zeichen einer Retroperitonealfibrose' (activation=0.140).",Uncertain,ERROR: No module named 'openai'
1100_IM-0068-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, blister-of-the-cervix sign, Elfenbeinwirbel, diastolic washout sign, tram track sign of optic nerve. The dominant concept is 'pipestem ureter' (activation=0.147).",Uncertain,ERROR: No module named 'openai'
1100_IM-0068-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: attachment to vessel, heel pad sign (EN), navicular fat stripe sign, bare orbit sign, Verlagerung beider Ureter nach medial als Zeichen einer Retroperitonealfibrose. The dominant concept is 'attachment to vessel' (activation=0.159).",Uncertain,ERROR: No module named 'openai'
1110_IM-0076-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, gloved finger sign (EN), endostale VerdÃ¼nnung der Kortikalis. The dominant concept is 'pipestem ureter' (activation=0.190).",Uncertain,ERROR: No module named 'openai'
1110_IM-0076-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: applesauce sign(EN), navicular fat stripe sign, heel pad sign (EN), late washout (CEUS), attachment to vessel. The dominant concept is 'applesauce sign(EN)' (activation=0.166).",Uncertain,ERROR: No module named 'openai'
1114_IM-0079-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, applesauce sign(EN), navicular fat stripe sign. The dominant concept is 'pipestem ureter' (activation=0.191).",Uncertain,ERROR: No module named 'openai'
1114_IM-0079-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: applesauce sign(EN), leafless tree sign (EN), bare orbit sign, navicular fat stripe sign, attachment to vessel. The dominant concept is 'applesauce sign(EN)' (activation=0.170).",Uncertain,ERROR: No module named 'openai'
1123_IM-0080-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, Elfenbeinwirbel, applesauce sign(EN). The dominant concept is 'pipestem ureter' (activation=0.177).",Uncertain,ERROR: No module named 'openai'
1123_IM-0080-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: bare orbit sign, leafless tree sign (EN), attachment to vessel, applesauce sign(EN), heel pad sign (EN). The dominant concept is 'bare orbit sign' (activation=0.149).",Uncertain,ERROR: No module named 'openai'
1129_IM-0085-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, blister-of-the-cervix sign, diastolic washout sign. The dominant concept is 'pipestem ureter' (activation=0.173).",Uncertain,ERROR: No module named 'openai'
1134_IM-0091-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, pipestem ureter, blister of bone, tram track sign of optic nerve, blister-of-the-cervix sign. The dominant concept is 'pipestem ureter' (activation=0.146).",Uncertain,ERROR: No module named 'openai'
1134_IM-0091-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: heel pad sign (EN), attachment to vessel, bare orbit sign, late washout (CEUS), applesauce sign(EN). The dominant concept is 'heel pad sign (EN)' (activation=0.152).",Uncertain,ERROR: No module named 'openai'
1139_IM-0095-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, blister-of-the-cervix sign, diastolic washout sign. The dominant concept is 'pipestem ureter' (activation=0.156).",Uncertain,ERROR: No module named 'openai'
1139_IM-0095-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: heel pad sign (EN), attachment to vessel, navicular fat stripe sign, bare orbit sign, Verlagerung beider Ureter nach medial als Zeichen einer Retroperitonealfibrose. The dominant concept is 'heel pad sign (EN)' (activation=0.165).",Uncertain,ERROR: No module named 'openai'
1141_IM-0096-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: tram track sign of optic nerve, pipestem ureter, tram track sign of optic nerve, enhancing central scar, twin peak sign. The dominant concept is 'tram track sign of optic nerve' (activation=0.217).",Uncertain,ERROR: No module named 'openai'
1141_IM-0096-1002.dcm.png,"The model identifies the following visual concepts in this radiograph: leafless tree sign (EN), bare orbit sign, applesauce sign(EN), attachment to vessel, navicular fat stripe sign. The dominant concept is 'leafless tree sign (EN)' (activation=0.168).",Uncertain,ERROR: No module named 'openai'
1145_IM-0097-2002.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, onion ring appearance, Hauptmerkmale der Leber. The dominant concept is 'pipestem ureter' (activation=0.151).",Uncertain,ERROR: No module named 'openai'
1145_IM-0097-3003.dcm.png,"The model identifies the following visual concepts in this radiograph: navicular fat stripe sign, attachment to vessel, leafless tree sign (EN), bare orbit sign, attachment to vessel. The dominant concept is 'navicular fat stripe sign' (activation=0.151).",Uncertain,ERROR: No module named 'openai'
1146_IM-0098-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, applesauce sign(EN), Throckmorton sign. The dominant concept is 'pipestem ureter' (activation=0.181).",Uncertain,ERROR: No module named 'openai'
1146_IM-0098-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: navicular fat stripe sign, heel pad sign (EN), attachment to vessel, bare orbit sign, applesauce sign(EN). The dominant concept is 'navicular fat stripe sign' (activation=0.155).",Uncertain,ERROR: No module named 'openai'
1154_IM-0104-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, Throckmorton sign, bear paw sign. The dominant concept is 'pipestem ureter' (activation=0.197).",Uncertain,ERROR: No module named 'openai'
1154_IM-0104-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: leafless tree sign (EN), bare orbit sign, attachment to vessel, navicular fat stripe sign, heel pad sign (EN). The dominant concept is 'leafless tree sign (EN)' (activation=0.131).",Uncertain,ERROR: No module named 'openai'
1158_IM-0107-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, blister-of-the-cervix sign, endostale VerdÃ¼nnung der Kortikalis. The dominant concept is 'pipestem ureter' (activation=0.204).",Uncertain,ERROR: No module named 'openai'
1158_IM-0107-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: attachment to vessel, heel pad sign (EN), bare orbit sign, Verlagerung beider Ureter nach medial als Zeichen einer Retroperitonealfibrose, navicular fat stripe sign. The dominant concept is 'attachment to vessel' (activation=0.166).",Uncertain,ERROR: No module named 'openai'
1160_IM-0107-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: tram track sign of optic nerve, crazy-paving Muster, cervicothoracic sign, pipestem ureter, tram track sign of optic nerve. The dominant concept is 'tram track sign of optic nerve' (activation=0.141).",Uncertain,ERROR: No module named 'openai'
1160_IM-0107-1002.dcm.png,"The model identifies the following visual concepts in this radiograph: leafless tree sign (EN), navicular fat stripe sign, bare orbit sign, applesauce sign(EN), attachment to vessel. The dominant concept is 'leafless tree sign (EN)' (activation=0.171).",Uncertain,ERROR: No module named 'openai'
1161_IM-0107-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, little finger sign (EN), blister-of-the-cervix sign, diastolic washout sign, bone-scan double density sign (EN). The dominant concept is 'pipestem ureter' (activation=0.136).",Uncertain,ERROR: No module named 'openai'
1161_IM-0107-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: navicular fat stripe sign, double posterior cruciate ligament sign, attachment to vessel, heel pad sign (EN), bare orbit sign. The dominant concept is 'navicular fat stripe sign' (activation=0.189).",Uncertain,ERROR: No module named 'openai'
1162_IM-0108-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: tram track sign of optic nerve, pipestem ureter, tram track sign of optic nerve, Elfenbeinwirbel, Hauptmerkmale der Leber. The dominant concept is 'tram track sign of optic nerve' (activation=0.171).",Uncertain,ERROR: No module named 'openai'
1162_IM-0108-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: leafless tree sign (EN), bare orbit sign, late washout (CEUS), applesauce sign(EN), attachment to vessel. The dominant concept is 'leafless tree sign (EN)' (activation=0.162).",Uncertain,ERROR: No module named 'openai'
1165_IM-0110-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, Throckmorton sign, bear paw sign. The dominant concept is 'pipestem ureter' (activation=0.174).",Uncertain,ERROR: No module named 'openai'
1166_IM-0111-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: Elfenbeinwirbel, pipestem ureter, blister-of-the-cervix sign, tram track sign of optic nerve, padlock sign (EN). The dominant concept is 'Elfenbeinwirbel' (activation=0.217).",Uncertain,ERROR: No module named 'openai'
1166_IM-0111-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: attachment to vessel, navicular fat stripe sign, heel pad sign (EN), bare orbit sign, melting sign (EN). The dominant concept is 'attachment to vessel' (activation=0.169).",Uncertain,ERROR: No module named 'openai'
116_IM-0107-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, onion ring appearance, tram track sign of optic nerve, pipestem ureter. The dominant concept is 'pipestem ureter' (activation=0.170).",Uncertain,ERROR: No module named 'openai'
116_IM-0107-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: Verlagerung beider Ureter nach medial als Zeichen einer Retroperitonealfibrose, heel pad sign (EN), bare orbit sign, attachment to vessel, navicular fat stripe sign. The dominant concept is 'Verlagerung beider Ureter nach medial als Zeichen einer Retroperitonealfibrose' (activation=0.230).",Uncertain,ERROR: No module named 'openai'
1170_IM-0115-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: bare orbit sign, attachment to vessel, applesauce sign(EN), navicular fat stripe sign, heel pad sign (EN). The dominant concept is 'bare orbit sign' (activation=0.138).",Uncertain,ERROR: No module named 'openai'
1170_IM-0115-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, applesauce sign(EN), endostale VerdÃ¼nnung der Kortikalis. The dominant concept is 'pipestem ureter' (activation=0.152).",Uncertain,ERROR: No module named 'openai'
1170_IM-0115-3001.dcm.png,"The model identifies the following visual concepts in this radiograph: navicular fat stripe sign, heel pad sign (EN), attachment to vessel, bare orbit sign, kokardenfÃ¶rmiges Aussehen eines intraossÃ¤ren Lipoms des Calcaneus. The dominant concept is 'navicular fat stripe sign' (activation=0.159).",Uncertain,ERROR: No module named 'openai'
1174_IM-0118-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, bear paw sign, twin peak sign. The dominant concept is 'pipestem ureter' (activation=0.197).",Uncertain,ERROR: No module named 'openai'
1174_IM-0118-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: heel pad sign (EN), navicular fat stripe sign, attachment to vessel, leafless tree sign (EN), bare orbit sign. The dominant concept is 'heel pad sign (EN)' (activation=0.149).",Uncertain,ERROR: No module named 'openai'
1178_IM-0121-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: tram track sign of optic nerve, pipestem ureter, tram track sign of optic nerve, Throckmorton sign, twin peak sign. The dominant concept is 'tram track sign of optic nerve' (activation=0.186).",Uncertain,ERROR: No module named 'openai'
1178_IM-0121-1002.dcm.png,"The model identifies the following visual concepts in this radiograph: bare orbit sign, leafless tree sign (EN), attachment to vessel, navicular fat stripe sign, applesauce sign(EN). The dominant concept is 'bare orbit sign' (activation=0.160).",Uncertain,ERROR: No module named 'openai'
117_IM-0114-2002.dcm.png,"The model identifies the following visual concepts in this radiograph: Elfenbeinwirbel, pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, applesauce sign(EN). The dominant concept is 'Elfenbeinwirbel' (activation=0.162).",Uncertain,ERROR: No module named 'openai'
117_IM-0114-3003.dcm.png,"The model identifies the following visual concepts in this radiograph: navicular fat stripe sign, heel pad sign (EN), leafless tree sign (EN), bare orbit sign, attachment to vessel. The dominant concept is 'navicular fat stripe sign' (activation=0.170).",Uncertain,ERROR: No module named 'openai'
1182_IM-0124-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, small orbit sign, applesauce sign(EN). The dominant concept is 'pipestem ureter' (activation=0.216).",Uncertain,ERROR: No module named 'openai'
1182_IM-0124-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: attachment to vessel, navicular fat stripe sign, leafless tree sign (EN), double posterior cruciate ligament sign, heel pad sign (EN). The dominant concept is 'attachment to vessel' (activation=0.157).",Uncertain,ERROR: No module named 'openai'
1190_IM-0128-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: tram track sign of optic nerve, pipestem ureter, tram track sign of optic nerve, bear paw sign, gloved finger sign (EN). The dominant concept is 'tram track sign of optic nerve' (activation=0.207).",Uncertain,ERROR: No module named 'openai'
1190_IM-0128-1002.dcm.png,"The model identifies the following visual concepts in this radiograph: tram track sign of optic nerve, pipestem ureter, tram track sign of optic nerve, bear paw sign, enhancing central scar. The dominant concept is 'tram track sign of optic nerve' (activation=0.214).",Uncertain,ERROR: No module named 'openai'
1190_IM-0128-1003.dcm.png,"The model identifies the following visual concepts in this radiograph: bare orbit sign, leafless tree sign (EN), attachment to vessel, navicular fat stripe sign, applesauce sign(EN). The dominant concept is 'bare orbit sign' (activation=0.166).",Uncertain,ERROR: No module named 'openai'
1192_IM-0129-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, onion ring appearance, bear paw sign. The dominant concept is 'pipestem ureter' (activation=0.196).",Uncertain,ERROR: No module named 'openai'
1192_IM-0129-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: applesauce sign(EN), bare orbit sign, leafless tree sign (EN), attachment to vessel, navicular fat stripe sign. The dominant concept is 'applesauce sign(EN)' (activation=0.156).",Uncertain,ERROR: No module named 'openai'
1198_IM-0132-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, onion ring appearance, Elfenbeinwirbel. The dominant concept is 'pipestem ureter' (activation=0.177).",Uncertain,ERROR: No module named 'openai'
1198_IM-0132-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: navicular fat stripe sign, leafless tree sign (EN), attachment to vessel, bare orbit sign, heel pad sign (EN). The dominant concept is 'navicular fat stripe sign' (activation=0.197).",Uncertain,ERROR: No module named 'openai'
11_IM-0067-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, tram track sign of optic nerve, Throckmorton sign, twin peak sign. The dominant concept is 'pipestem ureter' (activation=0.138).",Uncertain,ERROR: No module named 'openai'
11_IM-0067-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: leafless tree sign (EN), bare orbit sign, applesauce sign(EN), navicular fat stripe sign, attachment to vessel. The dominant concept is 'leafless tree sign (EN)' (activation=0.151).",Uncertain,ERROR: No module named 'openai'
1203_IM-0137-1001.dcm.png,"The model identifies the following visual concepts in this radiograph: pipestem ureter, tram track sign of optic nerve, crazy-paving Muster, tram track sign of optic nerve, cervicothoracic sign. The dominant concept is 'pipestem ureter' (activation=0.149).",Uncertain,ERROR: No module named 'openai'
1203_IM-0137-2001.dcm.png,"The model identifies the following visual concepts in this radiograph: navicular fat stripe sign, bare orbit sign, attachment to vessel, leafless tree sign (EN), heel pad sign (EN). The dominant concept is 'navicular fat stripe sign' (activation=0.157).",Uncertain,ERROR: No module named 'openai'
